Station,Date,MaxT,MinT,RH1,RH2,Wind,Rain,SSH,Evap,Radiation,FAO56_ET,Lat,Lon,Cum_Rain
ICRISAT,1984-04-28,39.6,22.7,32,17.0,10.0,0.0,11.5,12.8,24.9,8.5,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-04-29,39.2,21.7,30,14.0,11.0,0.0,11.3,13.7,25.4,9.0,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-04-30,39.7,21.7,28,12.0,11.8,0.0,11.5,14.3,25.6,9.5,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-01,39.2,20.2,33,10.0,9.2,0.0,11.4,12.3,25.5,8.3,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-02,39.5,22.5,34,10.0,6.6,0.0,11.5,11.3,24.5,7.2,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-03,40.0,23.0,65,12.0,6.6,0.0,10.9,10.5,20.7,6.7,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-04,39.7,23.6,54,14.0,7.8,0.0,7.7,10.2,23.7,7.5,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-05,39.6,24.0,44,14.0,9.2,0.0,10.2,11.9,21.6,7.8,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-06,39.8,25.0,43,18.0,7.6,0.0,10.2,11.2,22.4,7.3,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-07,41.2,25.7,49,12.0,8.7,0.0,10.7,11.8,22.9,8.0,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-08,40.6,26.4,44,15.0,9.6,0.0,10.6,12.4,24.8,8.5,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-09,40.7,25.4,44,14.0,6.6,0.0,11.3,11.9,23.2,7.1,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-10,41.4,26.5,64,17.0,11.7,0.0,9.6,13.0,23.9,9.0,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-11,41.2,26.5,59,17.0,10.5,0.0,10.7,12.2,22.6,8.4,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-12,40.5,25.2,60,20.0,10.5,0.0,10.3,11.6,24.3,8.5,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-13,40.6,27.1,53,18.0,9.5,0.0,10.6,12.0,26.1,8.5,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-14,41.5,25.2,25,15.0,8.9,0.0,11.2,14.0,24.7,8.5,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-15,41.0,24.7,22,12.0,10.8,0.0,11.1,13.6,25.9,9.4,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-16,41.0,24.5,23,11.0,10.1,0.0,11.9,14.0,26.0,9.1,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-17,41.8,26.4,46,12.0,9.3,0.0,11.6,12.9,24.9,8.6,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-18,42.0,28.5,45,17.0,11.3,0.0,11.5,16.4,24.5,9.3,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-19,41.0,30.0,35,20.0,11.3,0.0,11.3,14.5,22.9,9.0,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-20,41.5,28.0,39,21.0,10.5,0.0,10.9,13.7,20.9,8.4,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-21,42.2,29.3,33,19.0,11.6,0.0,11.4,14.3,24.2,9.5,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-22,43.2,30.2,19,11.0,12.8,0.0,10.9,17.1,25.7,10.7,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-23,42.2,26.4,23,9.0,13.2,0.0,11.5,16.7,25.1,10.6,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-24,42.2,25.5,20,13.0,11.0,0.0,11.6,14.9,25.4,9.6,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-25,41.6,26.4,23,11.0,12.2,0.0,11.4,15.3,25.2,10.0,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-26,43.0,28.2,23,13.0,12.6,0.0,11.5,16.0,24.8,10.4,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-27,43.2,26.6,25,11.0,13.2,0.0,11.3,16.4,22.4,10.4,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-28,41.7,27.5,29,13.0,13.8,0.0,8.4,16.4,19.2,9.9,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-29,41.0,29.0,47,18.0,17.7,0.0,5.8,16.2,6.9,8.9,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-30,36.7,28.4,46,35.0,17.6,0.0,0.0,13.4,10.4,7.7,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-05-31,38.2,28.0,48,28.0,7.8,0.0,0.1,10.8,21.5,6.9,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-06-01,40.0,27.5,47,23.0,21.0,0.0,7.6,16.2,22.6,11.3,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-06-02,39.6,27.9,40,20.0,15.3,0.0,10.1,14.0,23.1,10.0,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-06-03,39.4,27.9,58,19.0,15.5,0.0,11.0,13.7,15.9,8.8,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-06-04,38.9,26.0,61,25.0,20.0,0.0,1.6,12.3,21.9,10.1,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-06-05,38.7,25.0,68,27.0,26.4,0.0,9.3,14.6,19.7,10.7,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-06-06,37.8,25.5,72,34.0,20.4,0.0,5.2,11.9,19.4,8.8,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-06-07,36.8,26.3,69,37.0,18.5,0.0,6.4,11.5,16.5,7.8,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-06-08,35.5,25.5,69,46.0,10.2,0.0,5.0,8.6,20.6,6.3,17.5084095,78.2723004,57.400000000000006
ICRISAT,1984-06-09,36.2,24.4,76,37.0,19.7,1.4,7.6,11.2,10.4,6.9,17.5084095,78.2723004,58.800000000000004
ICRISAT,1984-06-10,31.2,24.8,74,52.0,17.3,0.0,0.0,6.4,15.1,5.7,17.5084095,78.2723004,58.800000000000004
ICRISAT,1984-06-11,34.5,23.4,87,39.0,20.0,1.9,2.5,8.8,9.1,6.0,17.5084095,78.2723004,60.7
ICRISAT,1984-06-12,27.8,22.2,88,76.0,14.1,21.6,0.0,5.4,12.2,3.3,17.5084095,78.2723004,82.30000000000001
ICRISAT,1984-06-13,30.5,22.6,88,61.0,19.8,18.4,1.2,5.0,12.7,4.5,17.5084095,78.2723004,100.70000000000002
ICRISAT,1984-06-14,30.5,23.0,83,62.0,23.2,0.0,0.5,6.0,15.2,5.2,17.5084095,78.2723004,100.70000000000002
ICRISAT,1984-06-15,33.5,22.0,85,46.0,16.2,38.0,2.5,9.7,14.8,5.7,17.5084095,78.2723004,138.70000000000002
ICRISAT,1984-06-16,31.6,23.2,87,52.0,18.0,3.2,2.6,6.2,13.3,5.1,17.5084095,78.2723004,141.9
ICRISAT,1984-06-17,33.7,23.0,88,52.0,21.4,2.2,6.3,6.7,17.1,6.2,17.5084095,78.2723004,144.1
ICRISAT,1984-06-18,33.9,23.0,81,44.0,18.6,0.5,7.3,7.3,18.3,6.7,17.5084095,78.2723004,144.6
ICRISAT,1984-06-19,33.9,23.6,78,43.0,27.3,0.7,7.6,9.7,14.4,7.5,17.5084095,78.2723004,145.29999999999998
ICRISAT,1984-06-20,32.7,23.5,79,51.0,34.0,0.0,3.5,9.5,19.9,7.7,17.5084095,78.2723004,145.29999999999998
ICRISAT,1984-06-21,34.7,23.7,78,38.0,28.5,0.0,9.6,12.0,25.4,9.4,17.5084095,78.2723004,145.29999999999998
ICRISAT,1984-06-22,35.1,22.8,76,35.0,26.1,0.0,9.8,11.5,20.8,9.0,17.5084095,78.2723004,145.29999999999998
ICRISAT,1984-06-23,35.0,24.0,73,34.0,21.5,0.0,9.5,11.1,21.6,8.6,17.5084095,78.2723004,145.29999999999998
ICRISAT,1984-06-24,35.7,23.6,73,35.0,20.7,1.2,8.4,11.2,21.7,8.6,17.5084095,78.2723004,146.49999999999997
ICRISAT,1984-06-25,35.3,24.2,67,34.0,21.9,0.0,7.4,12.0,24.0,9.2,17.5084095,78.2723004,146.49999999999997
ICRISAT,1984-06-26,35.8,24.5,66,32.0,19.9,0.0,11.0,12.4,18.9,8.5,17.5084095,78.2723004,146.49999999999997
ICRISAT,1984-06-27,35.5,23.9,76,28.0,21.3,0.0,5.4,11.5,18.8,8.6,17.5084095,78.2723004,146.49999999999997
ICRISAT,1984-06-28,33.8,25.0,66,44.0,22.5,0.0,5.0,12.0,9.2,6.7,17.5084095,78.2723004,146.49999999999997
ICRISAT,1984-06-29,30.8,23.4,75,45.0,20.5,0.0,0.0,6.7,8.0,5.4,17.5084095,78.2723004,146.49999999999997
ICRISAT,1984-06-30,28.8,21.9,96,67.0,15.3,3.2,0.0,3.4,11.0,3.4,17.5084095,78.2723004,149.69999999999996
ICRISAT,1984-07-01,29.4,21.9,87,68.0,19.7,0.6,1.1,4.1,15.0,4.3,17.5084095,78.2723004,150.29999999999995
ICRISAT,1984-07-02,33.0,23.5,83,55.0,22.6,0.0,3.8,6.5,13.4,5.7,17.5084095,78.2723004,150.29999999999995
ICRISAT,1984-07-03,30.5,23.0,84,80.0,19.7,2.8,1.3,5.6,19.2,4.5,17.5084095,78.2723004,153.09999999999997
ICRISAT,1984-07-04,33.1,23.3,80,49.0,26.0,0.0,8.3,9.4,10.9,6.2,17.5084095,78.2723004,153.09999999999997
ICRISAT,1984-07-05,31.9,22.5,90,50.0,21.5,18.4,0.4,5.9,7.1,4.6,17.5084095,78.2723004,171.49999999999997
ICRISAT,1984-07-06,27.6,22.4,82,73.0,12.4,0.4,0.0,2.7,18.0,4.2,17.5084095,78.2723004,171.89999999999998
ICRISAT,1984-07-07,33.1,23.5,81,45.0,19.1,0.0,7.3,8.4,16.8,6.4,17.5084095,78.2723004,171.89999999999998
ICRISAT,1984-07-08,33.5,23.3,76,48.0,18.5,0.0,4.9,7.9,16.6,6.4,17.5084095,78.2723004,171.89999999999998
ICRISAT,1984-07-09,32.5,22.5,76,48.0,14.5,0.0,5.0,7.7,20.4,6.2,17.5084095,78.2723004,171.89999999999998
ICRISAT,1984-07-10,33.3,23.6,81,42.0,11.4,2.1,8.3,7.9,20.4,6.1,17.5084095,78.2723004,173.99999999999997
ICRISAT,1984-07-11,33.4,25.0,75,44.0,10.1,0.0,6.6,7.9,18.0,5.6,17.5084095,78.2723004,173.99999999999997
ICRISAT,1984-07-12,32.0,24.0,82,50.0,8.5,0.0,3.4,6.7,7.7,3.4,17.5084095,78.2723004,173.99999999999997
ICRISAT,1984-07-13,28.4,23.2,89,75.0,3.4,0.0,0.0,1.9,18.3,3.8,17.5084095,78.2723004,173.99999999999997
ICRISAT,1984-07-14,31.8,21.0,95,55.0,7.7,34.0,5.5,7.6,14.5,4.0,17.5084095,78.2723004,207.99999999999997
ICRISAT,1984-07-15,29.0,22.0,95,74.0,14.7,0.7,4.8,3.8,8.9,2.8,17.5084095,78.2723004,208.69999999999996
ICRISAT,1984-07-16,25.4,21.1,91,81.0,18.9,6.0,0.0,3.3,11.4,2.8,17.5084095,78.2723004,214.69999999999996
ICRISAT,1984-07-17,27.6,21.5,99,72.0,15.1,38.9,0.5,3.8,4.9,2.0,17.5084095,78.2723004,253.59999999999997
ICRISAT,1984-07-18,24.0,21.0,93,97.0,15.7,15.6,0.0,1.8,10.7,2.0,17.5084095,78.2723004,269.2
ICRISAT,1984-07-19,28.0,22.2,86,82.0,17.4,1.6,0.6,3.2,12.9,3.3,17.5084095,78.2723004,270.8
ICRISAT,1984-07-20,29.2,21.2,88,68.0,13.4,1.0,4.2,4.0,14.9,4.0,17.5084095,78.2723004,271.8
ICRISAT,1984-07-21,29.2,21.5,91,64.0,9.8,0.0,6.5,4.3,21.9,4.8,17.5084095,78.2723004,271.8
ICRISAT,1984-07-22,32.9,21.0,93,51.0,12.2,5.0,8.7,7.2,14.7,4.7,17.5084095,78.2723004,276.8
ICRISAT,1984-07-23,28.5,22.6,92,71.0,9.1,0.0,3.8,4.2,20.6,4.4,17.5084095,78.2723004,276.8
ICRISAT,1984-07-24,29.5,21.8,95,61.0,12.5,0.4,6.2,6.4,16.2,4.2,17.5084095,78.2723004,277.2
ICRISAT,1984-07-25,28.2,22.1,87,68.0,9.6,0.0,2.0,4.4,12.5,3.4,17.5084095,78.2723004,277.2
ICRISAT,1984-07-26,28.8,21.5,93,77.0,12.1,2.8,1.7,4.4,11.5,3.0,17.5084095,78.2723004,280.0
ICRISAT,1984-07-27,27.0,22.0,91,77.0,11.5,1.2,1.2,3.3,11.6,2.9,17.5084095,78.2723004,281.2
ICRISAT,1984-07-28,27.3,21.7,91,90.0,10.9,3.0,3.9,4.0,11.3,2.5,17.5084095,78.2723004,284.2
ICRISAT,1984-07-29,28.4,21.5,90,95.0,11.4,17.8,2.0,4.0,13.6,2.7,17.5084095,78.2723004,302.0
ICRISAT,1984-07-30,27.7,22.4,91,67.0,11.4,1.2,3.5,4.3,14.2,3.6,17.5084095,78.2723004,303.2
ICRISAT,1984-07-31,28.1,21.9,98,66.0,10.6,18.2,1.6,4.7,3.0,1.6,17.5084095,78.2723004,321.4
ICRISAT,1984-08-01,23.0,21.0,99,98.0,10.4,91.0,0.0,0.1,3.1,0.6,17.5084095,78.2723004,412.4
ICRISAT,1984-08-02,22.4,21.3,95,98.0,15.1,39.2,0.0,1.2,10.9,1.9,17.5084095,78.2723004,451.59999999999997
ICRISAT,1984-08-03,26.2,22.0,91,82.0,15.9,0.0,0.1,2.4,17.8,3.6,17.5084095,78.2723004,451.59999999999997
ICRISAT,1984-08-04,28.5,20.6,91,68.0,14.0,0.0,6.8,4.5,20.8,4.6,17.5084095,78.2723004,451.59999999999997
ICRISAT,1984-08-05,29.6,20.8,86,62.0,13.0,0.0,11.1,5.8,19.4,4.8,17.5084095,78.2723004,451.59999999999997
ICRISAT,1984-08-06,30.0,21.0,90,62.0,13.6,0.0,10.1,6.1,18.9,4.7,17.5084095,78.2723004,451.59999999999997
ICRISAT,1984-08-07,29.6,22.0,90,58.0,12.6,0.0,7.1,5.8,16.7,4.5,17.5084095,78.2723004,451.59999999999997
ICRISAT,1984-08-08,30.0,22.5,88,61.0,13.2,5.4,4.9,5.9,13.1,4.1,17.5084095,78.2723004,456.99999999999994
ICRISAT,1984-08-09,28.4,22.0,88,68.0,14.0,8.2,1.7,5.2,14.5,3.9,17.5084095,78.2723004,465.19999999999993
ICRISAT,1984-08-10,29.0,21.5,91,63.0,18.1,0.4,1.4,4.9,14.2,4.2,17.5084095,78.2723004,465.5999999999999
ICRISAT,1984-08-11,29.3,21.2,86,60.0,16.6,0.0,3.3,5.8,17.8,4.9,17.5084095,78.2723004,465.5999999999999
ICRISAT,1984-08-12,30.2,21.4,83,52.0,16.2,0.0,8.9,6.7,18.7,5.5,17.5084095,78.2723004,465.5999999999999
ICRISAT,1984-08-13,30.0,22.0,83,57.0,14.5,0.0,8.3,6.2,21.2,5.5,17.5084095,78.2723004,465.5999999999999
ICRISAT,1984-08-14,31.0,22.7,83,51.0,12.1,0.0,9.3,8.0,15.8,4.9,17.5084095,78.2723004,465.5999999999999
ICRISAT,1984-08-15,30.0,22.0,83,53.0,12.6,0.0,2.6,6.4,16.3,4.8,17.5084095,78.2723004,465.5999999999999
ICRISAT,1984-08-16,29.6,22.5,84,53.0,13.6,0.3,4.0,7.1,13.2,4.5,17.5084095,78.2723004,465.8999999999999
ICRISAT,1984-08-17,29.4,21.7,86,53.0,13.7,0.0,1.7,5.9,16.6,4.8,17.5084095,78.2723004,465.8999999999999
ICRISAT,1984-08-18,29.7,22.0,80,59.0,15.8,0.0,5.3,6.9,14.2,4.7,17.5084095,78.2723004,465.8999999999999
ICRISAT,1984-08-19,28.8,21.0,76,56.0,15.7,0.0,4.4,5.8,15.1,4.9,17.5084095,78.2723004,465.8999999999999
ICRISAT,1984-08-20,30.0,21.5,88,56.0,13.3,0.0,5.4,5.6,21.2,5.3,17.5084095,78.2723004,465.8999999999999
ICRISAT,1984-08-21,31.5,21.7,79,49.0,12.5,0.0,9.1,7.6,21.3,5.8,17.5084095,78.2723004,465.8999999999999
ICRISAT,1984-08-22,31.9,21.9,82,49.0,10.4,0.0,11.0,7.8,16.5,4.9,17.5084095,78.2723004,465.8999999999999
ICRISAT,1984-08-23,30.5,24.4,72,56.0,8.8,0.0,5.5,4.6,17.5,4.8,17.5084095,78.2723004,465.8999999999999
ICRISAT,1984-08-24,31.5,23.3,76,48.0,8.8,0.0,5.3,6.6,14.2,4.5,17.5084095,78.2723004,465.8999999999999
ICRISAT,1984-08-25,29.8,22.4,79,50.0,6.6,0.0,5.0,5.1,19.0,4.6,17.5084095,78.2723004,465.8999999999999
ICRISAT,1984-08-26,31.1,23.0,78,47.0,9.0,0.0,8.3,7.9,19.7,5.2,17.5084095,78.2723004,465.8999999999999
ICRISAT,1984-08-27,31.8,22.8,80,45.0,11.9,0.0,7.6,8.6,18.9,5.6,17.5084095,78.2723004,465.8999999999999
ICRISAT,1984-08-28,31.8,23.0,82,47.0,9.5,0.0,6.9,6.3,15.7,4.8,17.5084095,78.2723004,465.8999999999999
ICRISAT,1984-08-29,30.2,21.9,86,56.0,10.1,1.4,3.6,5.6,15.2,4.3,17.5084095,78.2723004,467.2999999999999
ICRISAT,1984-08-30,30.4,21.0,88,57.0,12.3,1.8,6.3,6.5,15.5,4.4,17.5084095,78.2723004,469.0999999999999
ICRISAT,1984-08-31,29.0,21.5,80,73.0,14.3,0.0,4.5,6.8,13.9,3.8,17.5084095,78.2723004,469.0999999999999
ICRISAT,1984-09-01,30.3,23.0,71,46.0,14.2,0.0,4.0,7.4,15.8,5.5,17.5084095,78.2723004,469.0999999999999
ICRISAT,1984-09-02,30.6,23.0,70,46.0,12.5,0.0,3.9,7.2,13.6,5.1,17.5084095,78.2723004,469.0999999999999
ICRISAT,1984-09-03,31.0,22.5,73,46.0,10.7,0.0,1.8,6.0,15.8,5.0,17.5084095,78.2723004,469.0999999999999
ICRISAT,1984-09-04,30.0,20.6,75,50.0,9.6,0.0,3.0,7.0,18.5,4.9,17.5084095,78.2723004,469.0999999999999
ICRISAT,1984-09-05,31.2,22.0,78,41.0,11.0,0.0,6.9,8.3,15.2,5.1,17.5084095,78.2723004,469.0999999999999
ICRISAT,1984-09-06,30.6,22.0,78,46.0,9.4,0.0,5.5,6.6,17.8,5.0,17.5084095,78.2723004,469.0999999999999
ICRISAT,1984-09-07,32.0,21.7,75,39.0,8.5,0.0,5.5,6.8,18.5,5.3,17.5084095,78.2723004,469.0999999999999
ICRISAT,1984-09-08,32.0,23.0,81,34.0,11.5,0.0,6.6,8.4,21.4,6.2,17.5084095,78.2723004,469.0999999999999
ICRISAT,1984-09-09,31.0,20.5,77,43.0,7.8,0.0,9.5,7.4,22.2,5.4,17.5084095,78.2723004,469.0999999999999
ICRISAT,1984-09-10,31.2,22.0,76,44.0,7.2,0.0,9.5,7.3,13.0,4.1,17.5084095,78.2723004,469.0999999999999
ICRISAT,1984-09-11,28.8,21.0,98,64.0,11.0,15.3,1.3,3.6,6.8,2.5,17.5084095,78.2723004,484.3999999999999
ICRISAT,1984-09-12,24.6,21.0,99,98.0,7.6,51.0,0.0,1.7,8.2,1.6,17.5084095,78.2723004,535.3999999999999
ICRISAT,1984-09-13,25.8,19.4,93,95.0,9.2,7.2,0.6,1.8,18.5,3.1,17.5084095,78.2723004,542.5999999999999
ICRISAT,1984-09-14,28.5,19.5,91,64.0,6.7,0.0,7.6,4.1,21.6,4.4,17.5084095,78.2723004,542.5999999999999
ICRISAT,1984-09-15,31.0,21.2,95,54.0,5.2,0.0,10.9,5.1,18.9,4.2,17.5084095,78.2723004,542.5999999999999
ICRISAT,1984-09-16,29.7,22.5,84,67.0,3.2,0.0,5.2,4.3,20.4,4.2,17.5084095,78.2723004,542.5999999999999
ICRISAT,1984-09-17,32.0,22.5,93,48.0,4.0,2.0,8.4,5.5,13.9,3.5,17.5084095,78.2723004,544.5999999999999
ICRISAT,1984-09-18,29.5,21.8,97,69.0,2.7,0.0,2.5,2.8,19.0,3.9,17.5084095,78.2723004,544.5999999999999
ICRISAT,1984-09-19,30.2,21.5,87,58.0,3.8,0.0,6.9,4.9,17.9,3.9,17.5084095,78.2723004,544.5999999999999
ICRISAT,1984-09-20,31.0,22.0,92,50.0,3.4,11.4,7.4,5.5,19.6,4.2,17.5084095,78.2723004,555.9999999999999
ICRISAT,1984-09-21,30.3,23.2,90,52.0,5.0,0.0,7.6,4.7,19.0,4.3,17.5084095,78.2723004,555.9999999999999
ICRISAT,1984-09-22,30.8,22.0,93,57.0,4.1,0.0,8.8,5.8,20.5,4.3,17.5084095,78.2723004,555.9999999999999
ICRISAT,1984-09-23,31.2,22.0,94,54.0,9.3,0.0,9.7,4.7,21.9,5.1,17.5084095,78.2723004,555.9999999999999
ICRISAT,1984-09-24,32.0,22.0,90,80.0,3.3,8.2,9.3,6.0,20.4,4.2,17.5084095,78.2723004,564.1999999999999
ICRISAT,1984-09-25,30.4,22.0,92,67.0,5.7,0.0,8.5,5.2,18.8,4.1,17.5084095,78.2723004,564.1999999999999
ICRISAT,1984-09-26,31.2,21.9,88,63.0,4.6,0.5,7.8,4.8,19.1,4.2,17.5084095,78.2723004,564.6999999999999
ICRISAT,1984-09-27,31.5,21.5,95,54.0,3.4,1.8,8.0,4.6,18.0,3.9,17.5084095,78.2723004,566.4999999999999
ICRISAT,1984-09-28,31.2,21.5,97,57.0,4.5,1.8,7.7,4.4,18.3,4.0,17.5084095,78.2723004,568.2999999999998
ICRISAT,1984-09-29,31.0,21.0,92,49.0,4.8,0.0,8.3,4.9,16.5,3.9,17.5084095,78.2723004,568.2999999999998
ICRISAT,1984-09-30,30.5,19.0,91,37.0,5.1,0.0,5.8,4.4,17.5,4.1,17.5084095,78.2723004,568.2999999999998
ICRISAT,1984-10-01,31.0,20.0,78,36.0,5.7,0.0,5.7,5.1,22.1,5.0,17.5084095,78.2723004,568.2999999999998
ICRISAT,1984-10-02,32.0,18.0,89,40.0,6.1,0.0,10.1,7.2,22.2,5.0,17.5084095,78.2723004,568.2999999999998
ICRISAT,1984-10-03,32.0,18.5,85,39.0,4.7,0.0,10.0,5.8,21.1,4.6,17.5084095,78.2723004,568.2999999999998
ICRISAT,1984-10-04,32.0,23.0,78,39.0,5.3,0.0,8.9,5.5,19.9,4.7,17.5084095,78.2723004,568.2999999999998
ICRISAT,1984-10-05,31.0,22.5,87,51.0,8.1,0.0,9.3,4.7,18.1,4.5,17.5084095,78.2723004,568.2999999999998
ICRISAT,1984-10-06,31.5,23.5,87,54.0,12.2,0.0,9.1,6.6,19.5,5.1,17.5084095,78.2723004,568.2999999999998
ICRISAT,1984-10-07,32.0,21.4,86,52.0,5.9,0.0,7.8,5.2,19.9,4.5,17.5084095,78.2723004,568.2999999999998
ICRISAT,1984-10-08,31.0,22.5,79,53.0,8.5,0.0,10.4,6.0,19.7,4.8,17.5084095,78.2723004,568.2999999999998
ICRISAT,1984-10-09,31.2,23.0,93,52.0,9.3,8.6,9.0,5.9,6.2,2.8,17.5084095,78.2723004,576.8999999999999
ICRISAT,1984-10-10,26.5,22.0,97,81.0,5.5,14.4,0.2,4.0,10.5,2.3,17.5084095,78.2723004,591.2999999999998
ICRISAT,1984-10-11,28.9,21.0,98,75.0,4.8,42.6,2.3,5.6,9.3,2.3,17.5084095,78.2723004,633.8999999999999
ICRISAT,1984-10-12,28.2,21.6,98,70.0,7.6,7.4,1.1,2.6,17.5,3.6,17.5084095,78.2723004,641.2999999999998
ICRISAT,1984-10-13,27.2,18.0,89,65.0,5.9,0.0,6.8,4.2,19.4,3.8,17.5084095,78.2723004,641.2999999999998
ICRISAT,1984-10-14,28.9,15.8,74,40.0,6.3,0.0,8.9,4.7,19.8,4.4,17.5084095,78.2723004,641.2999999999998
ICRISAT,1984-10-15,29.3,17.5,86,33.0,7.2,0.0,8.7,6.0,21.2,4.8,17.5084095,78.2723004,641.2999999999998
ICRISAT,1984-10-16,29.6,15.0,76,37.0,5.7,0.0,10.8,5.7,21.5,4.5,17.5084095,78.2723004,641.2999999999998
ICRISAT,1984-10-17,30.0,17.5,82,25.0,5.2,0.0,10.3,5.0,20.6,4.5,17.5084095,78.2723004,641.2999999999998
ICRISAT,1984-10-18,30.3,16.7,78,28.0,4.3,0.0,9.1,5.4,21.3,4.4,17.5084095,78.2723004,641.2999999999998
ICRISAT,1984-10-19,30.6,19.5,81,30.0,2.6,0.0,10.2,5.0,20.8,4.0,17.5084095,78.2723004,641.2999999999998
ICRISAT,1984-10-20,31.7,23.6,84,35.0,3.5,0.0,9.9,5.0,14.7,3.6,17.5084095,78.2723004,641.2999999999998
ICRISAT,1984-10-21,31.3,21.3,93,49.0,4.4,0.0,6.2,4.2,19.0,4.1,17.5084095,78.2723004,641.2999999999998
ICRISAT,1984-10-22,31.0,21.4,89,51.0,4.6,0.0,9.3,4.8,16.3,3.7,17.5084095,78.2723004,641.2999999999998
ICRISAT,1984-10-23,31.0,21.2,80,56.0,3.8,0.0,9.1,4.0,13.7,3.2,17.5084095,78.2723004,641.2999999999998
ICRISAT,1984-10-24,30.7,20.6,95,63.0,3.0,7.4,6.1,4.2,19.3,3.8,17.5084095,78.2723004,648.6999999999998
ICRISAT,1984-10-25,30.5,18.0,88,54.0,4.0,0.0,9.8,4.4,20.7,4.0,17.5084095,78.2723004,648.6999999999998
ICRISAT,1984-10-26,30.5,16.5,82,37.0,5.3,0.0,11.0,6.3,21.9,4.5,17.5084095,78.2723004,648.6999999999998
ICRISAT,1984-10-27,30.5,17.6,86,38.0,4.9,0.0,10.7,5.2,19.0,4.1,17.5084095,78.2723004,648.6999999999998
ICRISAT,1984-10-28,30.7,18.5,85,38.0,4.3,0.0,9.8,4.1,16.0,3.7,17.5084095,78.2723004,648.6999999999998
ICRISAT,1984-10-29,30.2,20.5,84,43.0,2.5,0.0,8.8,3.9,19.3,3.7,17.5084095,78.2723004,648.6999999999998
ICRISAT,1984-10-30,31.2,19.0,84,39.0,3.9,0.0,10.2,5.0,18.4,3.9,17.5084095,78.2723004,648.6999999999998
ICRISAT,1984-10-31,31.1,14.5,81,27.0,5.9,0.0,10.5,5.8,23.0,4.8,17.5084095,78.2723004,648.6999999999998
ICRISAT,1984-11-01,29.6,14.6,84,25.0,6.2,0.0,10.6,6.2,17.8,4.3,17.5084095,78.2723004,648.6999999999998
ICRISAT,1984-11-02,29.5,21.0,80,37.0,5.2,0.0,8.6,5.5,14.7,3.7,17.5084095,78.2723004,648.6999999999998
ICRISAT,1984-11-03,28.2,19.5,96,60.0,8.8,6.4,7.6,5.1,16.5,3.6,17.5084095,78.2723004,655.0999999999998
ICRISAT,1984-11-04,28.5,19.5,95,60.0,6.7,0.0,9.8,4.4,15.0,3.3,17.5084095,78.2723004,655.0999999999998
ICRISAT,1984-11-05,28.2,19.5,95,58.0,6.3,0.0,6.8,3.6,18.8,3.8,17.5084095,78.2723004,655.0999999999998
ICRISAT,1984-11-06,29.5,18.1,83,54.0,4.9,0.0,10.2,5.1,19.1,3.8,17.5084095,78.2723004,655.0999999999998
ICRISAT,1984-11-07,30.0,16.0,68,35.0,7.4,0.0,10.7,6.6,20.1,4.7,17.5084095,78.2723004,655.0999999999998
